time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2021-01-04 09:30:00-05:00,MLTrader,b55ef2666e8a41d191ef4c70c14b921e,,buy,market,new,1,gtc,0.0,1,stock
