datetime,portfolio_value,cash,return
2021-01-04 09:30:00-05:00,100000.0,100000.0,
2021-01-05 09:30:00-05:00,99041.07113647461,50083.77032470703,-0.009589288635253879
2021-01-06 09:30:00-05:00,99255.19918823242,50083.77032470703,0.0021620126812114115
2021-01-07 09:30:00-05:00,100105.07113647461,50083.77032470703,0.008562492999791838
2021-01-08 09:30:00-05:00,100702.23983764648,50083.77032470703,0.005965419078098
2021-01-09 09:30:00-05:00,100702.23983764648,50083.77032470703,0.0
2021-01-11 09:30:00-05:00,100337.82113647461,50083.77032470703,-0.0036187745352972422
2021-01-12 09:30:00-05:00,100476.14227294922,50083.77032470703,0.0013785543168858272
2021-01-13 09:30:00-05:00,100449.54064941406,50083.77032470703,-0.0002647556219156355
2021-01-14 09:30:00-05:00,100702.23983764648,50083.77032470703,0.0025156828652346253
2021-01-15 09:30:00-05:00,100187.53048706055,50083.77032470703,-0.005111200618931222
2021-01-16 09:30:00-05:00,100187.53048706055,50083.77032470703,0.0
2021-01-19 09:30:00-05:00,100402.98983764648,50083.77032470703,0.0021505605491869417
2021-01-20 09:30:00-05:00,100771.39837646484,50083.77032470703,0.0036692984881634416
2021-01-21 09:30:00-05:00,101220.9390258789,50083.77032470703,0.0044609944553379854
2021-01-22 09:30:00-05:00,100923.02032470703,50083.77032470703,-0.0029432517030464345
2021-01-23 09:30:00-05:00,100923.02032470703,50083.77032470703,0.0
2021-01-25 09:30:00-05:00,101111.8821105957,50083.77032470703,0.0018713449645189062
2021-01-26 09:30:00-05:00,101343.30081176758,50083.77032470703,0.0022887389329648844
2021-01-27 09:30:00-05:00,100653.03048706055,50083.77032470703,-0.006811208231603971
2021-01-28 09:30:00-05:00,100139.64837646484,50083.77032470703,-0.00510051319976601
2021-01-29 09:30:00-05:00,100042.5609741211,50083.77032470703,-0.0009695201043522506
2021-01-30 09:30:00-05:00,100042.5609741211,50083.77032470703,0.0
2021-02-01 09:30:00-05:00,99788.53048706055,50083.77032470703,-0.0025392241520711956
2021-02-02 09:30:00-05:00,100577.21951293945,50083.77032470703,0.007903603971612494
2021-02-03 09:30:00-05:00,100948.29064941406,50083.77032470703,0.003689415339493074
2021-02-04 09:30:00-05:00,101017.44918823242,50083.77032470703,0.0006850887555742702
2021-02-05 09:30:00-05:00,101714.37194824219,50083.77032470703,0.006899033440362912
2021-02-06 09:30:00-05:00,101714.37194824219,50083.77032470703,0.0
2021-02-08 09:30:00-05:00,101856.67886352539,50083.77032470703,0.0013990836551163177
2021-02-09 09:30:00-05:00,101901.89837646484,50083.77032470703,0.0004439523597665751
2021-02-10 09:30:00-05:00,102235.72967529297,50083.77032470703,0.003276006670600129
2021-02-11 09:30:00-05:00,102118.6890258789,50083.77032470703,-0.001144811601440976
2021-02-12 09:30:00-05:00,101933.82113647461,50083.77032470703,-0.0018103237631403868
2021-02-13 09:30:00-05:00,101933.82113647461,50083.77032470703,0.0
2021-02-16 09:30:00-05:00,102480.44918823242,50083.77032470703,0.005362577853585515
2021-02-17 09:30:00-05:00,102009.6321105957,50083.77032470703,-0.004594213641393563
2021-02-18 09:30:00-05:00,101899.23983764648,50083.77032470703,-0.0010821749933332958
2021-02-19 09:30:00-05:00,102229.08129882812,50083.77032470703,0.0032369374070617685
2021-02-20 09:30:00-05:00,102229.08129882812,50083.77032470703,0.0
2021-02-22 09:30:00-05:00,101562.75,50083.77032470703,-0.006518021001092222
2021-02-23 09:30:00-05:00,101243.55081176758,50083.77032470703,-0.0031428765785922463
2021-02-24 09:30:00-05:00,101465.65853881836,50083.77032470703,0.0021937962988252124
2021-02-25 09:30:00-05:00,102008.30081176758,50083.77032470703,0.005348038742996053
2021-02-26 09:30:00-05:00,101202.32113647461,50083.77032470703,-0.007901118525444506
2021-02-27 09:30:00-05:00,101202.32113647461,50083.77032470703,0.0
2021-03-01 09:30:00-05:00,101367.23983764648,50083.77032470703,0.001629594057921624
2021-03-02 09:30:00-05:00,101929.83129882812,50083.77032470703,0.005550032358409895
2021-03-03 09:30:00-05:00,101393.84146118164,50083.77032470703,-0.005258419746375531
