datetime,portfolio_value,cash,return
2021-01-04 09:30:00-05:00,100000.0,100000.0,
2021-01-05 09:30:00-05:00,99927.90008544922,96246.90002441406,-0.000720999145507828
2021-01-06 09:30:00-05:00,99943.99993896484,96246.90002441406,0.0001611146987163803
2021-01-07 09:30:00-05:00,100007.90008544922,96246.90002441406,0.0006393595065576907
2021-01-08 09:30:00-05:00,100052.79998779297,96246.90002441406,0.00044896355493295736
2021-01-09 09:30:00-05:00,100052.79998779297,96246.90002441406,0.0
2021-01-11 09:30:00-05:00,100025.40008544922,96246.90002441406,-0.00027385442833272045
2021-01-12 09:30:00-05:00,100035.80017089844,96246.90002441406,0.00010397444489429475
2021-01-13 09:30:00-05:00,100033.80004882812,96246.90002441406,-1.999406279451499e-05
2021-01-14 09:30:00-05:00,100052.79998779297,96246.90002441406,0.00018993519146093263
2021-01-15 09:30:00-05:00,100014.1000366211,96246.90002441406,-0.0003867952838561006
2021-01-16 09:30:00-05:00,100014.1000366211,96246.90002441406,0.0
2021-01-19 09:30:00-05:00,100030.29998779297,96246.90002441406,0.00016197667294859386
2021-01-20 09:30:00-05:00,100057.99987792969,96246.90002441406,0.00027691499615722925
2021-01-21 09:30:00-05:00,100091.79992675781,96246.90002441406,0.0003378045620476833
2021-01-22 09:30:00-05:00,100069.40002441406,96246.90002441406,-0.0002237935810939229
2021-01-23 09:30:00-05:00,100069.40002441406,96246.90002441406,0.0
2021-01-25 09:30:00-05:00,100083.6001586914,96246.90002441406,0.0001419028621525431
2021-01-26 09:30:00-05:00,100101.00006103516,96246.90002441406,0.00017385368148392644
2021-01-27 09:30:00-05:00,100049.1000366211,96246.90002441406,-0.0005184765824758353
2021-01-28 09:30:00-05:00,100010.49987792969,96246.90002441406,-0.00038581215300559357
2021-01-29 09:30:00-05:00,100003.20007324219,96246.90002441406,-7.299038297392535e-05
2021-01-30 09:30:00-05:00,100003.20007324219,96246.90002441406,0.0
2021-02-01 09:30:00-05:00,99984.1000366211,96246.90002441406,-0.0001909942542549503
2021-02-02 09:30:00-05:00,100043.3999633789,96246.90002441406,0.0005930935692384232
2021-02-03 09:30:00-05:00,100071.30004882812,96246.90002441406,0.00027887982075203155
2021-02-04 09:30:00-05:00,100076.49993896484,96246.90002441406,5.196185254097152e-05
2021-02-05 09:30:00-05:00,100128.90014648438,96246.90002441406,0.0005236015203518019
2021-02-06 09:30:00-05:00,100128.90014648438,96246.90002441406,0.0
2021-02-08 09:30:00-05:00,100139.59991455078,96246.90002441406,0.0001068599380473767
2021-02-09 09:30:00-05:00,100142.99987792969,96246.90002441406,3.395223649582668e-05
2021-02-10 09:30:00-05:00,100168.09997558594,96246.90002441406,0.0002506425580104388
2021-02-11 09:30:00-05:00,100159.29992675781,96246.90002441406,-8.785280773293547e-05
2021-02-12 09:30:00-05:00,100145.40008544922,96246.90002441406,-0.00013877734088352245
2021-02-13 09:30:00-05:00,100145.40008544922,96246.90002441406,0.0
2021-02-16 09:30:00-05:00,100186.49993896484,96246.90002441406,0.0004104018105730578
2021-02-17 09:30:00-05:00,100151.1001586914,96246.90002441406,-0.0003533388260394954
2021-02-18 09:30:00-05:00,100142.79998779297,96246.90002441406,-8.287648248783697e-05
2021-02-19 09:30:00-05:00,100167.60009765625,96246.90002441406,0.0002476474580928034
2021-02-20 09:30:00-05:00,100167.60009765625,96246.90002441406,0.0
2021-02-22 09:30:00-05:00,100117.5,96246.90002441406,-0.0005001627033831557
2021-02-23 09:30:00-05:00,100093.50006103516,96246.90002441406,-0.00023971772132591607
2021-02-24 09:30:00-05:00,100110.19989013672,96246.90002441406,0.00016684229336938472
2021-02-25 09:30:00-05:00,100151.00006103516,96246.90002441406,0.00040755258648172976
2021-02-26 09:30:00-05:00,100090.40008544922,96246.90002441406,-0.0006050860755160148
2021-02-27 09:30:00-05:00,100090.40008544922,96246.90002441406,0.0
2021-03-01 09:30:00-05:00,100102.79998779297,96246.90002441406,0.00012388702945709262
2021-03-02 09:30:00-05:00,100145.10009765625,96246.90002441406,0.00042256670011675546
2021-03-03 09:30:00-05:00,100104.80010986328,96246.90002441406,-0.00040241597196133405
2021-03-04 09:30:00-05:00,100059.1000366211,96246.90002441406,-0.00045652229655357424
2021-03-05 09:30:00-05:00,100051.49993896484,96246.90002441406,-7.595608648758301e-05
2021-03-06 09:30:00-05:00,100051.49993896484,96246.90002441406,0.0
2021-03-08 09:30:00-05:00,100093.50006103516,96246.90002441406,0.0004197850316680629
2021-03-09 09:30:00-05:00,100105.40008544922,96246.90002441406,0.0001188890827756861
2021-03-10 09:30:00-05:00,100143.80004882812,96246.90002441406,0.0003835953239899048
2021-03-11 09:30:00-05:00,100169.20013427734,96246.90002441406,0.0002536361256197939
2021-03-12 09:30:00-05:00,100167.60009765625,96246.90002441406,-1.597333929936884e-05
2021-03-13 09:30:00-05:00,100167.60009765625,96246.90002441406,0.0
2021-03-15 09:30:00-04:00,100217.60009765625,96246.90002441406,0.000499163401651348
2021-03-16 09:30:00-04:00,100192.20001220703,96246.90002441406,-0.00025344934846238676
2021-03-17 09:30:00-04:00,100191.70013427734,96246.90002441406,-4.989190072968164e-06
2021-03-18 09:30:00-04:00,100145.70007324219,96246.90002441406,-0.00045912047578300363
2021-03-19 09:30:00-04:00,100145.70007324219,96246.90002441406,0.0
2021-03-20 09:30:00-04:00,100145.70007324219,96246.90002441406,0.0
2021-03-22 09:30:00-04:00,100166.00006103516,96246.90002441406,0.00020270453727033733
2021-03-23 09:30:00-04:00,100156.90002441406,96246.90002441406,-9.084955589266919e-05
2021-03-24 09:30:00-04:00,100106.70013427734,96246.90002441406,-0.0005012124988341693
2021-03-25 09:30:00-04:00,100156.19995117188,96246.90002441406,0.0004944705681850792
2021-03-26 09:30:00-04:00,100156.19995117188,96246.90002441406,0.0
2021-03-27 09:30:00-04:00,100156.19995117188,96246.90002441406,0.0
2021-03-29 09:30:00-04:00,100191.1001586914,96246.90002441406,0.00034845778430647734
2021-03-30 09:30:00-04:00,100200.29998779297,96246.90002441406,9.182281746578091e-05
2021-03-31 09:30:00-04:00,100230.8999633789,96246.90002441406,0.0003053880636052497
2021-04-01 09:30:00-04:00,100230.8999633789,96246.90002441406,0.0
2021-04-02 09:30:00-04:00,100230.8999633789,96246.90002441406,0.0
2021-04-05 09:30:00-04:00,100304.50012207031,96246.90002441406,0.000734306074457125
2021-04-06 09:30:00-04:00,100306.30004882812,96246.90002441406,1.794462616944159e-05
2021-04-07 09:30:00-04:00,100326.19995117188,96246.90002441406,0.0001983913506335977
2021-04-08 09:30:00-04:00,100330.80017089844,96246.90002441406,4.5852626021858356e-05
2021-04-09 09:30:00-04:00,100330.80017089844,96246.90002441406,0.0
2021-04-10 09:30:00-04:00,100330.80017089844,96246.90002441406,0.0
2021-04-12 09:30:00-04:00,100362.20001220703,96246.90002441406,0.00031296313051543123
2021-04-13 09:30:00-04:00,100375.19989013672,96246.90002441406,0.00012952962298662385
2021-04-14 09:30:00-04:00,100384.29992675781,96246.90002441406,9.066020920567297e-05
2021-04-15 09:30:00-04:00,100419.40002441406,96246.90002441406,0.0003496572440297996
